Dates,PdDistrict,DayOfWeek,Crimes,avg_temp,NFL_Game_Day,Day,Month,Year
2012-03-07,TARAVAL,Wednesday,28,12,0,7,3,2012
2012-03-07,TENDERLOIN,Wednesday,18,12,0,7,3,2012
2012-03-08,BAYVIEW,Thursday,31,12,0,8,3,2012
2012-03-08,CENTRAL,Thursday,32,12,0,8,3,2012
2012-03-08,INGLESIDE,Thursday,27,12,0,8,3,2012
2012-03-08,MISSION,Thursday,53,12,0,8,3,2012
2012-03-08,NORTHERN,Thursday,33,12,0,8,3,2012
2012-03-08,PARK,Thursday,42,12,0,8,3,2012
2012-03-08,RICHMOND,Thursday,15,12,0,8,3,2012
2012-03-08,SOUTHERN,Thursday,89,12,0,8,3,2012
2012-03-08,TARAVAL,Thursday,24,12,0,8,3,2012
2012-03-08,TENDERLOIN,Thursday,37,12,0,8,3,2012
2012-03-09,BAYVIEW,Friday,51,13,0,9,3,2012
2012-03-09,CENTRAL,Friday,38,13,0,9,3,2012
2012-03-09,INGLESIDE,Friday,47,13,0,9,3,2012
2012-03-09,MISSION,Friday,65,13,0,9,3,2012
2012-03-09,NORTHERN,Friday,39,13,0,9,3,2012
2012-03-09,PARK,Friday,42,13,0,9,3,2012
2012-03-09,RICHMOND,Friday,14,13,0,9,3,2012
2012-03-09,SOUTHERN,Friday,68,13,0,9,3,2012
2012-03-09,TARAVAL,Friday,30,13,0,9,3,2012
2012-03-09,TENDERLOIN,Friday,29,13,0,9,3,2012
2012-03-10,BAYVIEW,Saturday,52,12,0,10,3,2012
2012-03-10,CENTRAL,Saturday,26,12,0,10,3,2012
2012-03-10,INGLESIDE,Saturday,22,12,0,10,3,2012
2012-03-10,MISSION,Saturday,68,12,0,10,3,2012
2012-03-10,NORTHERN,Saturday,40,12,0,10,3,2012
2012-03-10,PARK,Saturday,31,12,0,10,3,2012
2012-03-10,RICHMOND,Saturday,16,12,0,10,3,2012
2012-03-10,SOUTHERN,Saturday,68,12,0,10,3,2012
2012-03-10,TARAVAL,Saturday,35,12,0,10,3,2012
2012-03-10,TENDERLOIN,Saturday,35,12,0,10,3,2012
2012-03-11,BAYVIEW,Sunday,43,12,0,11,3,2012
2012-03-11,CENTRAL,Sunday,37,12,0,11,3,2012
2012-03-11,INGLESIDE,Sunday,26,12,0,11,3,2012
2012-03-11,MISSION,Sunday,63,12,0,11,3,2012
2012-03-11,NORTHERN,Sunday,37,12,0,11,3,2012
2012-03-11,PARK,Sunday,22,12,0,11,3,2012
2012-03-11,RICHMOND,Sunday,20,12,0,11,3,2012
2012-03-11,SOUTHERN,Sunday,86,12,0,11,3,2012
2012-03-11,TARAVAL,Sunday,16,12,0,11,3,2012
2012-03-11,TENDERLOIN,Sunday,42,12,0,11,3,2012
2012-03-19,BAYVIEW,Monday,45,10,0,19,3,2012
2012-03-19,CENTRAL,Monday,26,10,0,19,3,2012
2012-03-19,INGLESIDE,Monday,48,10,0,19,3,2012
2012-03-19,MISSION,Monday,50,10,0,19,3,2012
2012-03-19,NORTHERN,Monday,35,10,0,19,3,2012
2012-03-19,PARK,Monday,33,10,0,19,3,2012
2012-03-19,RICHMOND,Monday,19,10,0,19,3,2012
2012-03-19,SOUTHERN,Monday,65,10,0,19,3,2012
2012-03-19,TARAVAL,Monday,23,10,0,19,3,2012
2012-03-19,TENDERLOIN,Monday,23,10,0,19,3,2012
2012-03-20,BAYVIEW,Tuesday,51,13,0,20,3,2012
2012-03-20,CENTRAL,Tuesday,46,13,0,20,3,2012
2012-03-20,INGLESIDE,Tuesday,42,13,0,20,3,2012
2012-03-20,MISSION,Tuesday,39,13,0,20,3,2012
2012-03-20,NORTHERN,Tuesday,31,13,0,20,3,2012
2012-03-20,PARK,Tuesday,25,13,0,20,3,2012
2012-03-20,RICHMOND,Tuesday,20,13,0,20,3,2012
2012-03-20,SOUTHERN,Tuesday,57,13,0,20,3,2012
2012-03-20,TARAVAL,Tuesday,25,13,0,20,3,2012
2012-03-20,TENDERLOIN,Tuesday,40,13,0,20,3,2012
2012-03-21,BAYVIEW,Wednesday,62,14,0,21,3,2012
2012-03-21,CENTRAL,Wednesday,32,14,0,21,3,2012
2012-03-21,INGLESIDE,Wednesday,28,14,0,21,3,2012
2012-03-21,MISSION,Wednesday,49,14,0,21,3,2012
2012-03-21,NORTHERN,Wednesday,40,14,0,21,3,2012
2012-03-21,PARK,Wednesday,13,14,0,21,3,2012
2012-03-21,RICHMOND,Wednesday,14,14,0,21,3,2012
2012-03-21,SOUTHERN,Wednesday,88,14,0,21,3,2012
2012-03-21,TARAVAL,Wednesday,30,14,0,21,3,2012
2012-03-21,TENDERLOIN,Wednesday,53,14,0,21,3,2012
2012-03-22,BAYVIEW,Thursday,59,11,0,22,3,2012
2012-03-22,CENTRAL,Thursday,54,11,0,22,3,2012
2012-03-22,INGLESIDE,Thursday,34,11,0,22,3,2012
2012-03-22,MISSION,Thursday,34,11,0,22,3,2012
2012-03-22,NORTHERN,Thursday,49,11,0,22,3,2012
2012-03-22,PARK,Thursday,14,11,0,22,3,2012
2012-03-22,RICHMOND,Thursday,26,11,0,22,3,2012
2012-03-22,SOUTHERN,Thursday,57,11,0,22,3,2012
2012-03-22,TARAVAL,Thursday,22,11,0,22,3,2012
2012-03-22,TENDERLOIN,Thursday,40,11,0,22,3,2012
2012-03-23,BAYVIEW,Friday,47,11,0,23,3,2012
2012-03-23,CENTRAL,Friday,57,11,0,23,3,2012
2012-03-23,INGLESIDE,Friday,37,11,0,23,3,2012
2012-03-23,MISSION,Friday,60,11,0,23,3,2012
2012-03-23,NORTHERN,Friday,47,11,0,23,3,2012
2012-03-23,PARK,Friday,26,11,0,23,3,2012
2012-03-23,RICHMOND,Friday,34,11,0,23,3,2012
2012-03-23,SOUTHERN,Friday,74,11,0,23,3,2012
2012-03-23,TARAVAL,Friday,30,11,0,23,3,2012
2012-03-23,TENDERLOIN,Friday,28,11,0,23,3,2012
2012-03-24,BAYVIEW,Saturday,35,9,0,24,3,2012
2012-03-24,CENTRAL,Saturday,53,9,0,24,3,2012
2012-03-24,INGLESIDE,Saturday,31,9,0,24,3,2012
2012-03-24,MISSION,Saturday,46,9,0,24,3,2012
2012-03-24,NORTHERN,Saturday,39,9,0,24,3,2012
2012-03-24,PARK,Saturday,17,9,0,24,3,2012
2012-03-24,RICHMOND,Saturday,18,9,0,24,3,2012
2012-03-24,SOUTHERN,Saturday,68,9,0,24,3,2012
2012-03-24,TARAVAL,Saturday,20,9,0,24,3,2012
2012-03-24,TENDERLOIN,Saturday,21,9,0,24,3,2012
2012-03-25,BAYVIEW,Sunday,36,11,0,25,3,2012
2012-03-25,CENTRAL,Sunday,38,11,0,25,3,2012
2012-03-25,INGLESIDE,Sunday,33,11,0,25,3,2012
2012-03-25,MISSION,Sunday,53,11,0,25,3,2012
2012-03-25,NORTHERN,Sunday,48,11,0,25,3,2012
2012-03-25,PARK,Sunday,17,11,0,25,3,2012
2012-03-25,RICHMOND,Sunday,27,11,0,25,3,2012
2012-03-25,SOUTHERN,Sunday,58,11,0,25,3,2012
2012-03-25,TARAVAL,Sunday,22,11,0,25,3,2012
2012-03-25,TENDERLOIN,Sunday,30,11,0,25,3,2012
2012-04-02,BAYVIEW,Monday,23,12,0,2,4,2012
2012-04-02,CENTRAL,Monday,38,12,0,2,4,2012
2012-04-02,INGLESIDE,Monday,51,12,0,2,4,2012
2012-04-02,MISSION,Monday,32,12,0,2,4,2012
2012-04-02,NORTHERN,Monday,36,12,0,2,4,2012
2012-04-02,PARK,Monday,30,12,0,2,4,2012
2012-04-02,RICHMOND,Monday,20,12,0,2,4,2012
2012-04-02,SOUTHERN,Monday,66,12,0,2,4,2012
2012-04-02,TARAVAL,Monday,25,12,0,2,4,2012
2012-04-02,TENDERLOIN,Monday,24,12,0,2,4,2012
2012-04-03,BAYVIEW,Tuesday,33,14,0,3,4,2012
2012-04-03,CENTRAL,Tuesday,33,14,0,3,4,2012
2012-04-03,INGLESIDE,Tuesday,42,14,0,3,4,2012
2012-04-03,MISSION,Tuesday,42,14,0,3,4,2012
2012-04-03,NORTHERN,Tuesday,30,14,0,3,4,2012
2012-04-03,PARK,Tuesday,9,14,0,3,4,2012
2012-04-03,RICHMOND,Tuesday,15,14,0,3,4,2012
2012-04-03,SOUTHERN,Tuesday,73,14,0,3,4,2012
2012-04-03,TARAVAL,Tuesday,24,14,0,3,4,2012
2012-04-03,TENDERLOIN,Tuesday,45,14,0,3,4,2012
2012-04-04,BAYVIEW,Wednesday,40,11,0,4,4,2012
2012-04-04,CENTRAL,Wednesday,43,11,0,4,4,2012
2012-04-04,INGLESIDE,Wednesday,48,11,0,4,4,2012
2012-04-04,MISSION,Wednesday,59,11,0,4,4,2012
2012-04-04,NORTHERN,Wednesday,42,11,0,4,4,2012
2012-04-04,PARK,Wednesday,27,11,0,4,4,2012
2012-04-04,RICHMOND,Wednesday,23,11,0,4,4,2012
2012-04-04,SOUTHERN,Wednesday,90,11,0,4,4,2012
2012-04-04,TARAVAL,Wednesday,15,11,0,4,4,2012
2012-04-04,TENDERLOIN,Wednesday,54,11,0,4,4,2012
2012-04-05,BAYVIEW,Thursday,28,10,0,5,4,2012
2012-04-05,CENTRAL,Thursday,40,10,0,5,4,2012
2012-04-05,INGLESIDE,Thursday,37,10,0,5,4,2012
2012-04-05,MISSION,Thursday,52,10,0,5,4,2012
2012-04-05,NORTHERN,Thursday,27,10,0,5,4,2012
2012-04-05,PARK,Thursday,15,10,0,5,4,2012
2012-04-05,RICHMOND,Thursday,15,10,0,5,4,2012
2012-04-05,SOUTHERN,Thursday,78,10,0,5,4,2012
2012-04-05,TARAVAL,Thursday,32,10,0,5,4,2012
2012-04-05,TENDERLOIN,Thursday,23,10,0,5,4,2012
2012-04-06,BAYVIEW,Friday,32,10,0,6,4,2012
2012-04-06,CENTRAL,Friday,33,10,0,6,4,2012
2012-04-06,INGLESIDE,Friday,32,10,0,6,4,2012
2012-04-06,MISSION,Friday,67,10,0,6,4,2012
2012-04-06,NORTHERN,Friday,41,10,0,6,4,2012
2012-04-06,PARK,Friday,20,10,0,6,4,2012
2012-04-06,RICHMOND,Friday,13,10,0,6,4,2012
2012-04-06,SOUTHERN,Friday,62,10,0,6,4,2012
2012-04-06,TARAVAL,Friday,22,10,0,6,4,2012
2012-04-06,TENDERLOIN,Friday,39,10,0,6,4,2012
2012-04-07,BAYVIEW,Saturday,26,12,0,7,4,2012
2012-04-07,CENTRAL,Saturday,32,12,0,7,4,2012
2012-04-07,INGLESIDE,Saturday,29,12,0,7,4,2012
2012-04-07,MISSION,Saturday,46,12,0,7,4,2012
2012-04-07,NORTHERN,Saturday,58,12,0,7,4,2012
2012-04-07,PARK,Saturday,15,12,0,7,4,2012
2012-04-07,RICHMOND,Saturday,18,12,0,7,4,2012
2012-04-07,SOUTHERN,Saturday,86,12,0,7,4,2012
2012-04-07,TARAVAL,Saturday,26,12,0,7,4,2012
2012-04-07,TENDERLOIN,Saturday,28,12,0,7,4,2012
2012-04-08,BAYVIEW,Sunday,16,12,0,8,4,2012
2012-04-08,CENTRAL,Sunday,37,12,0,8,4,2012
2012-04-08,INGLESIDE,Sunday,23,12,0,8,4,2012
2012-04-08,MISSION,Sunday,46,12,0,8,4,2012
2012-04-08,NORTHERN,Sunday,46,12,0,8,4,2012
2012-04-08,PARK,Sunday,18,12,0,8,4,2012
2012-04-08,RICHMOND,Sunday,24,12,0,8,4,2012
2012-04-08,SOUTHERN,Sunday,63,12,0,8,4,2012
2012-04-08,TARAVAL,Sunday,28,12,0,8,4,2012
2012-04-08,TENDERLOIN,Sunday,26,12,0,8,4,2012
2012-04-16,BAYVIEW,Monday,41,13,0,16,4,2012
2012-04-16,CENTRAL,Monday,45,13,0,16,4,2012
2012-04-16,INGLESIDE,Monday,27,13,0,16,4,2012
2012-04-16,MISSION,Monday,60,13,0,16,4,2012
2012-04-16,NORTHERN,Monday,28,13,0,16,4,2012
2012-04-16,PARK,Monday,22,13,0,16,4,2012
2012-04-16,RICHMOND,Monday,13,13,0,16,4,2012
2012-04-16,SOUTHERN,Monday,67,13,0,16,4,2012
2012-04-16,TARAVAL,Monday,23,13,0,16,4,2012
2012-04-16,TENDERLOIN,Monday,41,13,0,16,4,2012
2012-04-17,BAYVIEW,Tuesday,30,14,0,17,4,2012
2012-04-17,CENTRAL,Tuesday,47,14,0,17,4,2012
2012-04-17,INGLESIDE,Tuesday,33,14,0,17,4,2012
2012-04-17,MISSION,Tuesday,30,14,0,17,4,2012
2012-04-17,NORTHERN,Tuesday,37,14,0,17,4,2012
2012-04-17,PARK,Tuesday,19,14,0,17,4,2012
2012-04-17,RICHMOND,Tuesday,37,14,0,17,4,2012
2012-04-17,SOUTHERN,Tuesday,68,14,0,17,4,2012
2012-04-17,TARAVAL,Tuesday,33,14,0,17,4,2012
2012-04-17,TENDERLOIN,Tuesday,58,14,0,17,4,2012
2012-04-18,BAYVIEW,Wednesday,29,14,0,18,4,2012
2012-04-18,CENTRAL,Wednesday,39,14,0,18,4,2012
2012-04-18,INGLESIDE,Wednesday,43,14,0,18,4,2012
2012-04-18,MISSION,Wednesday,34,14,0,18,4,2012
2012-04-18,NORTHERN,Wednesday,43,14,0,18,4,2012
2012-04-18,PARK,Wednesday,22,14,0,18,4,2012
2012-04-18,RICHMOND,Wednesday,19,14,0,18,4,2012
2012-04-18,SOUTHERN,Wednesday,81,14,0,18,4,2012
2012-04-18,TARAVAL,Wednesday,28,14,0,18,4,2012
2012-04-18,TENDERLOIN,Wednesday,31,14,0,18,4,2012
2012-04-19,BAYVIEW,Thursday,37,17,0,19,4,2012
2012-04-19,CENTRAL,Thursday,28,17,0,19,4,2012
2012-04-19,INGLESIDE,Thursday,51,17,0,19,4,2012
2012-04-19,MISSION,Thursday,37,17,0,19,4,2012
2012-04-19,NORTHERN,Thursday,51,17,0,19,4,2012
2012-04-19,PARK,Thursday,28,17,0,19,4,2012
2012-04-19,RICHMOND,Thursday,30,17,0,19,4,2012
2012-04-19,SOUTHERN,Thursday,51,17,0,19,4,2012
2012-04-19,TARAVAL,Thursday,32,17,0,19,4,2012
2012-04-19,TENDERLOIN,Thursday,47,17,0,19,4,2012
2012-04-20,BAYVIEW,Friday,53,19,0,20,4,2012
2012-04-20,CENTRAL,Friday,43,19,0,20,4,2012
2012-04-20,INGLESIDE,Friday,31,19,0,20,4,2012
2012-04-20,MISSION,Friday,49,19,0,20,4,2012
2012-04-20,NORTHERN,Friday,49,19,0,20,4,2012
2012-04-20,PARK,Friday,36,19,0,20,4,2012
2012-04-20,RICHMOND,Friday,18,19,0,20,4,2012
2012-04-20,SOUTHERN,Friday,86,19,0,20,4,2012
2012-04-20,TARAVAL,Friday,35,19,0,20,4,2012
2012-04-20,TENDERLOIN,Friday,20,19,0,20,4,2012
2012-04-21,BAYVIEW,Saturday,46,20,0,21,4,2012
2012-04-21,CENTRAL,Saturday,32,20,0,21,4,2012
2012-04-21,INGLESIDE,Saturday,33,20,0,21,4,2012
2012-04-21,MISSION,Saturday,67,20,0,21,4,2012
2012-04-21,NORTHERN,Saturday,61,20,0,21,4,2012
2012-04-21,PARK,Saturday,18,20,0,21,4,2012
2012-04-21,RICHMOND,Saturday,23,20,0,21,4,2012
2012-04-21,SOUTHERN,Saturday,66,20,0,21,4,2012
2012-04-21,TARAVAL,Saturday,33,20,0,21,4,2012
2012-04-21,TENDERLOIN,Saturday,40,20,0,21,4,2012
2012-04-22,BAYVIEW,Sunday,25,16,0,22,4,2012
2012-04-22,CENTRAL,Sunday,28,16,0,22,4,2012
2012-04-22,INGLESIDE,Sunday,43,16,0,22,4,2012
2012-04-22,MISSION,Sunday,37,16,0,22,4,2012
2012-04-22,NORTHERN,Sunday,31,16,0,22,4,2012
2012-04-22,PARK,Sunday,26,16,0,22,4,2012
2012-04-22,RICHMOND,Sunday,23,16,0,22,4,2012
2012-04-22,SOUTHERN,Sunday,56,16,0,22,4,2012
2012-04-22,TARAVAL,Sunday,27,16,0,22,4,2012
2012-04-22,TENDERLOIN,Sunday,30,16,0,22,4,2012
2012-04-30,BAYVIEW,Monday,45,16,0,30,4,2012
2012-04-30,CENTRAL,Monday,36,16,0,30,4,2012
2012-04-30,INGLESIDE,Monday,39,16,0,30,4,2012
2012-04-30,MISSION,Monday,75,16,0,30,4,2012
2012-04-30,NORTHERN,Monday,45,16,0,30,4,2012
2012-04-30,PARK,Monday,16,16,0,30,4,2012
2012-04-30,RICHMOND,Monday,30,16,0,30,4,2012
2012-04-30,SOUTHERN,Monday,59,16,0,30,4,2012
2012-04-30,TARAVAL,Monday,24,16,0,30,4,2012
2012-04-30,TENDERLOIN,Monday,33,16,0,30,4,2012
2012-05-01,BAYVIEW,Tuesday,47,12,0,1,5,2012
2012-05-01,CENTRAL,Tuesday,43,12,0,1,5,2012
2012-05-01,INGLESIDE,Tuesday,33,12,0,1,5,2012
2012-05-01,MISSION,Tuesday,49,12,0,1,5,2012
2012-05-01,NORTHERN,Tuesday,48,12,0,1,5,2012
2012-05-01,PARK,Tuesday,24,12,0,1,5,2012
2012-05-01,RICHMOND,Tuesday,17,12,0,1,5,2012
2012-05-01,SOUTHERN,Tuesday,66,12,0,1,5,2012
2012-05-01,TARAVAL,Tuesday,34,12,0,1,5,2012
2012-05-01,TENDERLOIN,Tuesday,41,12,0,1,5,2012
2012-05-02,BAYVIEW,Wednesday,51,12,0,2,5,2012
2012-05-02,CENTRAL,Wednesday,29,12,0,2,5,2012
2012-05-02,INGLESIDE,Wednesday,31,12,0,2,5,2012
2012-05-02,MISSION,Wednesday,44,12,0,2,5,2012
2012-05-02,NORTHERN,Wednesday,38,12,0,2,5,2012
2012-05-02,PARK,Wednesday,23,12,0,2,5,2012
2012-05-02,RICHMOND,Wednesday,16,12,0,2,5,2012
2012-05-02,SOUTHERN,Wednesday,71,12,0,2,5,2012
2012-05-02,TARAVAL,Wednesday,32,12,0,2,5,2012
2012-05-02,TENDERLOIN,Wednesday,51,12,0,2,5,2012
2012-05-03,BAYVIEW,Thursday,39,14,0,3,5,2012
2012-05-03,CENTRAL,Thursday,37,14,0,3,5,2012
2012-05-03,INGLESIDE,Thursday,22,14,0,3,5,2012
2012-05-03,MISSION,Thursday,51,14,0,3,5,2012
2012-05-03,NORTHERN,Thursday,32,14,0,3,5,2012
2012-05-03,PARK,Thursday,18,14,0,3,5,2012
2012-05-03,RICHMOND,Thursday,32,14,0,3,5,2012
2012-05-03,SOUTHERN,Thursday,49,14,0,3,5,2012
2012-05-03,TARAVAL,Thursday,33,14,0,3,5,2012
2012-05-03,TENDERLOIN,Thursday,55,14,0,3,5,2012
2012-05-04,BAYVIEW,Friday,29,13,0,4,5,2012
2012-05-04,CENTRAL,Friday,38,13,0,4,5,2012
2012-05-04,INGLESIDE,Friday,38,13,0,4,5,2012
2012-05-04,MISSION,Friday,83,13,0,4,5,2012
2012-05-04,NORTHERN,Friday,39,13,0,4,5,2012
2012-05-04,PARK,Friday,21,13,0,4,5,2012
2012-05-04,RICHMOND,Friday,23,13,0,4,5,2012
2012-05-04,SOUTHERN,Friday,87,13,0,4,5,2012
2012-05-04,TARAVAL,Friday,37,13,0,4,5,2012
2012-05-04,TENDERLOIN,Friday,47,13,0,4,5,2012
2012-05-05,BAYVIEW,Saturday,35,14,0,5,5,2012
2012-05-05,CENTRAL,Saturday,44,14,0,5,5,2012
2012-05-05,INGLESIDE,Saturday,36,14,0,5,5,2012
2012-05-05,MISSION,Saturday,78,14,0,5,5,2012
2012-05-05,NORTHERN,Saturday,42,14,0,5,5,2012
2012-05-05,PARK,Saturday,26,14,0,5,5,2012
2012-05-05,RICHMOND,Saturday,21,14,0,5,5,2012
2012-05-05,SOUTHERN,Saturday,60,14,0,5,5,2012
2012-05-05,TARAVAL,Saturday,40,14,0,5,5,2012
2012-05-05,TENDERLOIN,Saturday,22,14,0,5,5,2012
2012-05-06,BAYVIEW,Sunday,49,18,0,6,5,2012
2012-05-06,CENTRAL,Sunday,35,18,0,6,5,2012
2012-05-06,INGLESIDE,Sunday,19,18,0,6,5,2012
2012-05-06,MISSION,Sunday,51,18,0,6,5,2012
2012-05-06,NORTHERN,Sunday,49,18,0,6,5,2012
2012-05-06,PARK,Sunday,23,18,0,6,5,2012
2012-05-06,RICHMOND,Sunday,33,18,0,6,5,2012
2012-05-06,SOUTHERN,Sunday,76,18,0,6,5,2012
2012-05-06,TARAVAL,Sunday,23,18,0,6,5,2012
2012-05-06,TENDERLOIN,Sunday,29,18,0,6,5,2012
2012-05-14,BAYVIEW,Monday,50,16,0,14,5,2012
2012-05-14,CENTRAL,Monday,38,16,0,14,5,2012
2012-05-14,INGLESIDE,Monday,36,16,0,14,5,2012
2012-05-14,MISSION,Monday,59,16,0,14,5,2012
2012-05-14,NORTHERN,Monday,38,16,0,14,5,2012
2012-05-14,PARK,Monday,19,16,0,14,5,2012
2012-05-14,RICHMOND,Monday,19,16,0,14,5,2012
2012-05-14,SOUTHERN,Monday,43,16,0,14,5,2012
2012-05-14,TARAVAL,Monday,24,16,0,14,5,2012
2012-05-14,TENDERLOIN,Monday,20,16,0,14,5,2012
2012-05-15,BAYVIEW,Tuesday,59,13,0,15,5,2012
2012-05-15,CENTRAL,Tuesday,40,13,0,15,5,2012
2012-05-15,INGLESIDE,Tuesday,26,13,0,15,5,2012
2012-05-15,MISSION,Tuesday,63,13,0,15,5,2012
2012-05-15,NORTHERN,Tuesday,38,13,0,15,5,2012
2012-05-15,PARK,Tuesday,11,13,0,15,5,2012
2012-05-15,RICHMOND,Tuesday,7,13,0,15,5,2012
2012-05-15,SOUTHERN,Tuesday,77,13,0,15,5,2012
2012-05-15,TARAVAL,Tuesday,27,13,0,15,5,2012
2012-05-15,TENDERLOIN,Tuesday,35,13,0,15,5,2012
2012-05-16,BAYVIEW,Wednesday,25,13,0,16,5,2012
2012-05-16,CENTRAL,Wednesday,26,13,0,16,5,2012
2012-05-16,INGLESIDE,Wednesday,40,13,0,16,5,2012
2012-05-16,MISSION,Wednesday,59,13,0,16,5,2012
2012-05-16,NORTHERN,Wednesday,54,13,0,16,5,2012
2012-05-16,PARK,Wednesday,21,13,0,16,5,2012
2012-05-16,RICHMOND,Wednesday,29,13,0,16,5,2012
2012-05-16,SOUTHERN,Wednesday,91,13,0,16,5,2012
2012-05-16,TARAVAL,Wednesday,29,13,0,16,5,2012
2012-05-16,TENDERLOIN,Wednesday,38,13,0,16,5,2012
2012-05-17,BAYVIEW,Thursday,27,13,0,17,5,2012
2012-05-17,CENTRAL,Thursday,43,13,0,17,5,2012
2012-05-17,INGLESIDE,Thursday,19,13,0,17,5,2012
2012-05-17,MISSION,Thursday,31,13,0,17,5,2012
2012-05-17,NORTHERN,Thursday,35,13,0,17,5,2012
2012-05-17,PARK,Thursday,18,13,0,17,5,2012
2012-05-17,RICHMOND,Thursday,25,13,0,17,5,2012
2012-05-17,SOUTHERN,Thursday,74,13,0,17,5,2012
2012-05-17,TARAVAL,Thursday,26,13,0,17,5,2012
2012-05-17,TENDERLOIN,Thursday,34,13,0,17,5,2012
2012-05-18,BAYVIEW,Friday,36,14,0,18,5,2012
2012-05-18,CENTRAL,Friday,44,14,0,18,5,2012
2012-05-18,INGLESIDE,Friday,23,14,0,18,5,2012
2012-05-18,MISSION,Friday,49,14,0,18,5,2012
2012-05-18,NORTHERN,Friday,41,14,0,18,5,2012
2012-05-18,PARK,Friday,16,14,0,18,5,2012
2012-05-18,RICHMOND,Friday,31,14,0,18,5,2012
2012-05-18,SOUTHERN,Friday,92,14,0,18,5,2012
2012-05-18,TARAVAL,Friday,30,14,0,18,5,2012
2012-05-18,TENDERLOIN,Friday,36,14,0,18,5,2012
2012-05-19,BAYVIEW,Saturday,43,15,0,19,5,2012
2012-05-19,CENTRAL,Saturday,45,15,0,19,5,2012
2012-05-19,INGLESIDE,Saturday,37,15,0,19,5,2012
2012-05-19,MISSION,Saturday,48,15,0,19,5,2012
2012-05-19,NORTHERN,Saturday,39,15,0,19,5,2012
2012-05-19,PARK,Saturday,15,15,0,19,5,2012
2012-05-19,RICHMOND,Saturday,28,15,0,19,5,2012
2012-05-19,SOUTHERN,Saturday,74,15,0,19,5,2012
2012-05-19,TARAVAL,Saturday,28,15,0,19,5,2012
2012-05-19,TENDERLOIN,Saturday,39,15,0,19,5,2012
2012-05-20,BAYVIEW,Sunday,41,17,0,20,5,2012
2012-05-20,CENTRAL,Sunday,41,17,0,20,5,2012
2012-05-20,INGLESIDE,Sunday,24,17,0,20,5,2012
2012-05-20,MISSION,Sunday,42,17,0,20,5,2012
2012-05-20,NORTHERN,Sunday,38,17,0,20,5,2012
2012-05-20,PARK,Sunday,67,17,0,20,5,2012
2012-05-20,RICHMOND,Sunday,33,17,0,20,5,2012
2012-05-20,SOUTHERN,Sunday,80,17,0,20,5,2012
2012-05-20,TARAVAL,Sunday,30,17,0,20,5,2012
2012-05-20,TENDERLOIN,Sunday,39,17,0,20,5,2012
2012-05-28,BAYVIEW,Monday,39,14,0,28,5,2012
2012-05-28,CENTRAL,Monday,35,14,0,28,5,2012
2012-05-28,INGLESIDE,Monday,21,14,0,28,5,2012
2012-05-28,MISSION,Monday,38,14,0,28,5,2012
2012-05-28,NORTHERN,Monday,30,14,0,28,5,2012
2012-05-28,PARK,Monday,15,14,0,28,5,2012
2012-05-28,RICHMOND,Monday,17,14,0,28,5,2012
2012-05-28,SOUTHERN,Monday,57,14,0,28,5,2012
2012-05-28,TARAVAL,Monday,42,14,0,28,5,2012
2012-05-28,TENDERLOIN,Monday,35,14,0,28,5,2012
2012-05-29,BAYVIEW,Tuesday,53,15,0,29,5,2012
2012-05-29,CENTRAL,Tuesday,55,15,0,29,5,2012
2012-05-29,INGLESIDE,Tuesday,26,15,0,29,5,2012
2012-05-29,MISSION,Tuesday,30,15,0,29,5,2012
2012-05-29,NORTHERN,Tuesday,30,15,0,29,5,2012
2012-05-29,PARK,Tuesday,36,15,0,29,5,2012
2012-05-29,RICHMOND,Tuesday,19,15,0,29,5,2012
2012-05-29,SOUTHERN,Tuesday,62,15,0,29,5,2012
2012-05-29,TARAVAL,Tuesday,23,15,0,29,5,2012
2012-05-29,TENDERLOIN,Tuesday,46,15,0,29,5,2012
2012-05-30,BAYVIEW,Wednesday,40,15,0,30,5,2012
2012-05-30,CENTRAL,Wednesday,32,15,0,30,5,2012
2012-05-30,INGLESIDE,Wednesday,28,15,0,30,5,2012
2012-05-30,MISSION,Wednesday,62,15,0,30,5,2012
2012-05-30,NORTHERN,Wednesday,41,15,0,30,5,2012
2012-05-30,PARK,Wednesday,24,15,0,30,5,2012
2012-05-30,RICHMOND,Wednesday,35,15,0,30,5,2012
2012-05-30,SOUTHERN,Wednesday,68,15,0,30,5,2012
2012-05-30,TARAVAL,Wednesday,31,15,0,30,5,2012
2012-05-30,TENDERLOIN,Wednesday,50,15,0,30,5,2012
2012-05-31,BAYVIEW,Thursday,42,18,0,31,5,2012
2012-05-31,CENTRAL,Thursday,25,18,0,31,5,2012
2012-05-31,INGLESIDE,Thursday,27,18,0,31,5,2012
2012-05-31,MISSION,Thursday,57,18,0,31,5,2012
2012-05-31,NORTHERN,Thursday,43,18,0,31,5,2012
2012-05-31,PARK,Thursday,27,18,0,31,5,2012
2012-05-31,RICHMOND,Thursday,18,18,0,31,5,2012
2012-05-31,SOUTHERN,Thursday,59,18,0,31,5,2012
2012-05-31,TARAVAL,Thursday,19,18,0,31,5,2012
2012-05-31,TENDERLOIN,Thursday,35,18,0,31,5,2012
2012-06-01,BAYVIEW,Friday,35,16,0,1,6,2012
2012-06-01,CENTRAL,Friday,58,16,0,1,6,2012
2012-06-01,INGLESIDE,Friday,40,16,0,1,6,2012
